Title ="THE FLUX ERR"
Variables=
iter
residual
1.000000e+00 7.782679e-03
2.000000e+00 6.875143e-03
3.000000e+00 3.156771e-03
4.000000e+00 1.292002e-03
5.000000e+00 1.066970e-03
6.000000e+00 3.983312e-04
7.000000e+00 8.872994e-04
8.000000e+00 1.117295e-03
9.000000e+00 1.233379e-03
1.000000e+01 8.815703e-04
1.100000e+01 1.157744e-03
1.200000e+01 1.140238e-03
1.300000e+01 1.580191e-03
1.400000e+01 5.596787e-04
1.500000e+01 8.750979e-04
1.600000e+01 2.469223e-03
1.700000e+01 1.374411e-03
1.800000e+01 1.447583e-03
1.900000e+01 1.404639e-03
2.000000e+01 1.257120e-03
2.100000e+01 1.124329e-03
2.200000e+01 1.146566e-03
2.300000e+01 1.549242e-03
2.400000e+01 1.452348e-03
2.500000e+01 1.521288e-03
2.600000e+01 1.626112e-03
2.700000e+01 3.200009e-03
2.800000e+01 5.251307e-03
2.900000e+01 5.798320e-03
3.000000e+01 8.501156e-03
3.100000e+01 8.559594e-03
3.200000e+01 7.127544e-03
3.300000e+01 1.001960e-02
3.400000e+01 1.291832e-02
3.500000e+01 2.040282e-02
3.600000e+01 2.014907e-02
3.700000e+01 3.409671e-02
3.800000e+01 2.492804e-02
3.900000e+01 3.162973e-02
4.000000e+01 6.439758e-02
4.100000e+01 8.487543e-02
4.200000e+01 1.951909e-01
4.300000e+01 1.879767e-01
4.400000e+01 1.333299e-01
4.500000e+01 1.623808e-01
4.600000e+01 3.019521e-01
4.700000e+01 4.248038e-01
4.800000e+01 5.212482e-01
4.900000e+01 8.701411e-01
5.000000e+01 7.077146e-01
5.100000e+01 1.285506e+00
5.200000e+01 1.248706e+00
5.300000e+01 1.313595e+00
5.400000e+01 2.243780e+00
5.500000e+01 1.631367e+00
5.600000e+01 4.064886e+00
5.700000e+01 2.530788e+00
5.800000e+01 4.945901e+00
5.900000e+01 3.128717e+00
6.000000e+01 5.908875e+00
6.100000e+01 9.664096e+00
6.200000e+01 1.171155e+01
6.300000e+01 1.066174e+01
6.400000e+01 1.427801e+01
6.500000e+01 1.568250e+01
6.600000e+01 1.895772e+01
6.700000e+01 2.857889e+01
6.800000e+01 2.700029e+01
6.900000e+01 4.920766e+01
7.000000e+01 4.546042e+01
7.100000e+01 6.470107e+01
7.200000e+01 1.017984e+02
7.300000e+01 1.034786e+02
7.400000e+01 1.288124e+02
7.500000e+01 1.634725e+02
7.600000e+01 1.950973e+02
7.700000e+01 2.587056e+02
7.800000e+01 3.684986e+02
7.900000e+01 5.891769e+02
8.000000e+01 8.906690e+02
8.100000e+01 7.248695e+02
8.200000e+01 1.106905e+03
8.300000e+01 1.081600e+03
8.400000e+01 1.715204e+03
8.500000e+01 2.096573e+03
8.600000e+01 3.334100e+03
8.700000e+01 3.058164e+03
8.800000e+01 3.213139e+03
8.900000e+01 4.210000e+03
9.000000e+01 4.788418e+03
9.100000e+01 1.394800e+04
9.200000e+01 2.122683e+05
9.300000e+01 1.932383e+06
9.400000e+01 5.585492e+06
9.500000e+01 1.258600e+07
9.600000e+01 3.988041e+07
9.700000e+01 9.353301e+09
9.800000e+01 4.497835e+09
9.900000e+01 4.439354e+09
